bertopic_id,bertopic_name,safety_score,safety_category,decay_probability,trend_direction,current_state_name,lifecycle_stage,tmi,fit_reliable,bertopic_count,dim_safety,dim_temporal_decay,dim_lifecycle_risk,cascade_score,risk_level,variant
12,12_bearing_shaft_motor_output,2,fail_safe_emergency,0.01,growing,mature,saturated,0.2553,True,36,0.4,0.01,0.6,0.024,MEDIUM,cut_2024
13,13_connecting_shell_piece_second,0,not_safety,0.01,growing,mature,growing,0.179,True,60,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
14,14_training_target_target body_plate,0,not_safety,0.01,mature,mature,mature,0.2349,True,86,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
15,15_point_point cloud_cloud_map,2,safe_control,0.01,mature,mature,growing,0.0683,True,49,0.4,0.01,0.1,0.004,LOW,cut_2024
16,16_test_testing_plate_device,1,stability_balance,0.01,growing,growing,growing,0.1469,True,51,0.2,0.01,0.1,0.002,NON_SAFETY,cut_2024
17,17_data_task_semantic_humanoid robot,0,not_safety,0.01,growing,mature,mature,0.2584,True,22,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
18,18_plate_bridge_ladder_rod,1,stability_balance,0.01,growing,growing,saturated,0.0,True,73,0.2,0.01,0.6,0.012,NON_SAFETY,cut_2024
19,19_joint_wrist_connecting_knee joint,0,not_safety,0.01,mature,mature,growing,0.2219,True,51,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
20,20_layer_skin_textile_bionic,0,not_safety,0.01,growing,mature,mature,0.3072,True,48,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
21,21_decision_semantic information_semantic_information,0,not_safety,0.01,mature,mature,growing,0.136,True,41,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
22,22_force_external force_human robot_robot,5,collision_protection,0.01,growing,growing,saturated,0.3241,True,45,1.0,0.01,0.6,0.06,MEDIUM,cut_2024
23,23_image_vehicle_images_camera,0,not_safety,0.01,mature,mature,mature,0.4398,True,63,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
24,24_massage_mi_bed_mi mi,0,not_safety,0.0,declining,declining,mature,0.2053,True,64,0.0,0.0,0.35,0.0,NON_SAFETY,cut_2024
25,25_industrial robot_industrial_tool_work,4,risk_assessment,0.700000000011626,declining,declining,declining,0.0,True,37,0.8,0.700000000011626,1.0,5.600000000093008,HIGH,cut_2024
26,26_face_image_video_frame,0,not_safety,2.8742270657752435e-54,declining,declining,growing,0.2179,True,48,0.0,2.8742270657752435e-54,0.1,0.0,NON_SAFETY,cut_2024
27,27_path_navigation_obstacle_point,3,safe_control,0.01,growing,mature,mature,0.0714,True,25,0.6,0.01,0.35,0.020999999999999998,MEDIUM,cut_2024
28,28_tobacco_robotic_operation_shelf,2,safe_control,0.01,growing,mature,growing,0.1598,True,29,0.4,0.01,0.1,0.004,LOW,cut_2024
29,29_module_intelligent_service_display,3,collision_protection,1.0592781966453525e-40,declining,declining,mature,0.2212,True,51,0.6,1.0592781966453525e-40,0.35,2.22448421295524e-40,LOW,cut_2024
30,30_inspection_detection_disease_tunnel,1,thermal_management,0.01,mature,mature,growing,0.0,True,33,0.2,0.01,0.1,0.002,NON_SAFETY,cut_2024
31,31_lamp_light_display_led,0,not_safety,0.01,nascent,nascent,mature,0.2635,True,54,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
32,32_action_data_sequence_motion,2,safe_control,0.01,growing,mature,growing,0.2341,True,11,0.4,0.01,0.1,0.004,LOW,cut_2024
33,33_path_grid_map_point,2,collision_protection,0.01,growing,mature,growing,0.0,True,22,0.4,0.01,0.1,0.004,LOW,cut_2024
34,34_commands_position sensor_position velocity_velocity,0,not_safety,0.01,growing,growing,declining,0.0,True,8,0.0,0.01,1.0,0.0,NON_SAFETY,cut_2024
35,35_image_chess_point cloud_cloud,0,not_safety,0.01,growing,mature,growing,0.1235,True,22,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
36,36_welding_welding robot_straightening_mechanical,0,not_safety,0.01,growing,mature,growing,0.0937,True,25,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
37,37_foot_sole_heel_arch,2,stability_balance,0.01,mature,mature,growing,0.2115,True,23,0.4,0.01,0.1,0.004,LOW,cut_2024
38,38_control_robot_core_nios,0,not_safety,0.01,mature,mature,growing,0.1739,True,26,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
39,39_picking_mechanism_device_cake,0,not_safety,0.01,growing,growing,saturated,0.0,True,36,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
40,40_wheel_leg_wheel leg_wheel legged,3,stability_balance,0.3333333333333333,declining,declining,mature,0.0449,True,24,0.6,0.3333333333333333,0.35,0.7,HIGH,cut_2024
41,41_image_detection_human_human shape,0,not_safety,0.01,growing,growing,mature,0.032,True,29,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
42,42_service_user_information_module,0,not_safety,0.01,growing,mature,saturated,0.0,True,33,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
43,43_monitoring_image_camera_area,1,thermal_management,0.01,growing,mature,growing,0.2085,True,31,0.2,0.01,0.1,0.002,NON_SAFETY,cut_2024
44,44_control_module_communication_humanoid robot,1,fail_safe_emergency,0.01,growing,mature,saturated,0.5117,True,21,0.2,0.01,0.6,0.012,NON_SAFETY,cut_2024
45,45_legged robot_legged_desired trajectory_trajectory,0,not_safety,0.9333333333320998,declining,declining,growing,0.0625,True,18,0.0,0.9333333333320998,0.1,0.0,NON_SAFETY,cut_2024
46,46_module_signal_household_internet things,0,not_safety,0.01,nascent,nascent,mature,0.3149,True,34,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
47,47_fault_health_state_data,4,fault_detection,0.01,growing,growing,growing,0.2912,True,14,0.8,0.01,0.1,0.008,LOW,cut_2024
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,0.01,growing,growing,growing,0.2028,True,20,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
49,49_circuit_power_battery_supply,0,not_safety,0.01,growing,growing,saturated,0.0817,True,18,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
50,50_image_detection_monitoring_human,0,not_safety,0.01,mature,mature,mature,0.0012,True,28,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
51,51_pedestrian_video_target_image,0,not_safety,0.01,growing,mature,saturated,0.0,True,26,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
52,52_dog_robot dog_box_shaped cover,1,stability_balance,0.01,growing,mature,growing,0.0,True,20,0.2,0.01,0.1,0.002,NON_SAFETY,cut_2024
53,53_image_detection_human_target,1,stability_balance,0.9230769230766458,declining,declining,mature,0.0,True,28,0.2,0.9230769230766458,0.35,0.646153846153652,NON_SAFETY,cut_2024
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,0.01,mature,mature,mature,0.2454,True,27,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
55,55_respective object_respective_self location_object,0,not_safety,0.01,growing,growing,declining,0.0,True,8,0.0,0.01,1.0,0.0,NON_SAFETY,cut_2024
56,56_information pairs_pairs_ml_spatial,0,not_safety,0.01,growing,mature,growing,0.018,True,8,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
57,57_strategy_training_network_strategy network,0,not_safety,0.01,growing,mature,mature,0.2835,True,8,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
58,58_stimuli_events_allows_end effector,0,not_safety,0.01,growing,growing,saturated,0.0,True,5,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
59,59_breathing_mask_experiment_respirator,0,not_safety,0.01,nascent,nascent,saturated,0.0688,True,23,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
60,60_target_rescue_aid_extinguishing,0,not_safety,0.01,growing,mature,growing,0.2116,True,16,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
61,61_food_food weight_weight_feeder,0,not_safety,0.01,growing,mature,mature,0.1881,True,22,0.0,0.01,0.35,0.0,NON_SAFETY,cut_2024
62,62_electrode_measurement electrode_108_elements,3,collision_protection,0.01,growing,mature,declining,0.0,True,8,0.6,0.01,1.0,0.06,MEDIUM,cut_2024
63,63_primitives_minimanipulations_actions_movements,0,not_safety,0.01,growing,growing,declining,0.122,True,8,0.0,0.01,1.0,0.0,NON_SAFETY,cut_2024
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,thermal_management,0.01,growing,mature,mature,0.2404,True,22,0.2,0.01,0.35,0.006999999999999999,NON_SAFETY,cut_2024
65,65_social_reasoning_instruction_remote,4,safe_control,0.01,growing,growing,growing,0.2152,True,9,0.8,0.01,0.1,0.008,LOW,cut_2024
66,66_magnetic_powder_material_adhesive,0,not_safety,0.01,growing,mature,saturated,0.0,True,10,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
67,67_dance_music_playing_piano,0,not_safety,4.959960193585083e-16,declining,declining,saturated,0.5144,True,14,0.0,4.959960193585083e-16,0.6,0.0,NON_SAFETY,cut_2024
68,68_animation_bone_skeleton_digital,0,not_safety,0.01,growing,mature,growing,0.3764,True,10,0.0,0.01,0.1,0.0,NON_SAFETY,cut_2024
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,0.01,nascent,nascent,saturated,0.0,True,14,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,0.01,growing,mature,saturated,0.0369,True,17,0.0,0.01,0.6,0.0,NON_SAFETY,cut_2024
71,71_moving_double mechanical_mechanical_double,1,force_control,0.01,mature,mature,growing,0.1409,True,18,0.2,0.01,0.1,0.002,NON_SAFETY,cut_2024
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,0.01,growing,growing,declining,0.0,True,14,0.0,0.01,1.0,0.0,NON_SAFETY,cut_2024
73,73_power_supply_power supply_battery,1,stability_balance,0.01,growing,mature,mature,0.1965,True,16,0.2,0.01,0.35,0.006999999999999999,NON_SAFETY,cut_2024
74,74_target_foot_state data_landing,2,stability_balance,8.705473741758006e-07,declining,declining,declining,0.0,True,13,0.4,8.705473741758006e-07,1.0,3.4821894967032024e-06,LOW,cut_2024
75,75_chair_group_handle_movable,0,not_safety,0.01,growing,emerging,declining,0.2456,True,17,0.0,0.01,1.0,0.0,NON_SAFETY,cut_2024
76,76_elements_elements articulation_articulation_given,4,force_control,0.01,growing,growing,saturated,0.0,True,5,0.8,0.01,0.6,0.048,MEDIUM,cut_2024
0,0_leg_end_wheel_connected,2,stability_balance,5.0583007775951016e-15,declining,declining,mature,0.2698,True,541,0.4,5.0583007775951016e-15,0.35,7.081621088633141e-15,LOW,annualized_2026
1,1_humanoid robot_humanoid_joint_robot,2,safe_control,0.01,mature,mature,growing,0.1806,True,336,0.4,0.01,0.1,0.004,LOW,annualized_2026
2,2_voice_user_emotion_expression,0,not_safety,0.01,growing,growing,growing,0.2027,True,284,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
3,3_foot_robot_foot robot_leg,2,stability_balance,0.01,growing,mature,growing,0.1415,True,192,0.4,0.01,0.1,0.004,LOW,annualized_2026
4,4_finger_thumb_palm_knuckle,0,not_safety,4.082922598869518e-49,declining,declining,mature,0.4337,True,155,0.0,4.082922598869518e-49,0.35,0.0,NON_SAFETY,annualized_2026
5,5_learning_training_strategy_network,1,not_safety,0.01,mature,mature,growing,0.0,True,180,0.2,0.01,0.1,0.002,NON_SAFETY,annualized_2026
6,6_network_learning_foot_strategy,0,not_safety,0.01,mature,mature,growing,0.0,True,162,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
7,7_vehicle_lane_driving_lane changing,2,collision_protection,0.01,growing,growing,mature,0.0834,True,132,0.4,0.01,0.35,0.013999999999999999,LOW,annualized_2026
8,8_patient_medical_device_user,1,fault_detection,0.01,growing,mature,mature,0.2878,True,140,0.2,0.01,0.35,0.006999999999999999,NON_SAFETY,annualized_2026
9,9_hip_thigh_joint_second,0,not_safety,0.01,mature,mature,growing,0.0742,True,130,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
10,10_grabbing_hand_task_humanoid,0,not_safety,0.01,mature,mature,growing,0.0996,True,111,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
11,11_toy_left_doll_game,0,not_safety,2.569987137274221e-130,declining,declining,saturated,0.3619,True,86,0.0,2.569987137274221e-130,0.6,0.0,NON_SAFETY,annualized_2026
12,12_bearing_shaft_motor_output,2,fail_safe_emergency,0.01,mature,mature,growing,0.1276,True,97,0.4,0.01,0.1,0.004,LOW,annualized_2026
13,13_connecting_shell_piece_second,0,not_safety,0.01,mature,mature,growing,0.1252,True,102,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
14,14_training_target_target body_plate,0,not_safety,0.5713809880784972,declining,declining,saturated,0.2298,True,87,0.0,0.5713809880784972,0.6,0.0,NON_SAFETY,annualized_2026
15,15_point_point cloud_cloud_map,2,safe_control,0.01,mature,mature,growing,0.0819,True,86,0.4,0.01,0.1,0.004,LOW,annualized_2026
16,16_test_testing_plate_device,1,stability_balance,0.01,mature,mature,growing,0.1529,True,72,0.2,0.01,0.1,0.002,NON_SAFETY,annualized_2026
17,17_data_task_semantic_humanoid robot,0,not_safety,0.01,mature,mature,growing,0.0129,True,70,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
18,18_plate_bridge_ladder_rod,1,stability_balance,0.7777959378009404,declining,declining,saturated,0.1676,True,83,0.2,0.7777959378009404,0.6,0.9333551253611284,NON_SAFETY,annualized_2026
19,19_joint_wrist_connecting_knee joint,0,not_safety,0.01,growing,mature,growing,0.1835,True,83,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
20,20_layer_skin_textile_bionic,0,not_safety,0.01,mature,mature,growing,0.2738,True,69,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
21,21_decision_semantic information_semantic_information,0,not_safety,0.01,mature,mature,growing,0.124,True,71,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
22,22_force_external force_human robot_robot,5,collision_protection,0.01,growing,growing,saturated,0.3865,True,50,1.0,0.01,0.6,0.06,MEDIUM,annualized_2026
23,23_image_vehicle_images_camera,0,not_safety,0.21917738415090687,declining,declining,mature,0.4456,True,64,0.0,0.21917738415090687,0.35,0.0,NON_SAFETY,annualized_2026
24,24_massage_mi_bed_mi mi,0,not_safety,0.6363636363616778,declining,declining,saturated,0.2632,True,73,0.0,0.6363636363616778,0.6,0.0,NON_SAFETY,annualized_2026
25,25_industrial robot_industrial_tool_work,4,risk_assessment,0.01,growing,growing,declining,0.1687,True,38,0.8,0.01,1.0,0.08,HIGH,annualized_2026
26,26_face_image_video_frame,0,not_safety,0.01,growing,mature,mature,0.3082,True,61,0.0,0.01,0.35,0.0,NON_SAFETY,annualized_2026
27,27_path_navigation_obstacle_point,3,safe_control,0.01,mature,mature,growing,0.0549,True,59,0.6,0.01,0.1,0.006,LOW,annualized_2026
28,28_tobacco_robotic_operation_shelf,2,safe_control,0.01,mature,mature,growing,0.1102,True,53,0.4,0.01,0.1,0.004,LOW,annualized_2026
29,29_module_intelligent_service_display,3,collision_protection,0.01,growing,growing,mature,0.2625,True,58,0.6,0.01,0.35,0.020999999999999998,MEDIUM,annualized_2026
30,30_inspection_detection_disease_tunnel,1,thermal_management,0.01,mature,mature,mature,0.0,True,55,0.2,0.01,0.35,0.006999999999999999,NON_SAFETY,annualized_2026
31,31_lamp_light_display_led,0,not_safety,0.01,nascent,nascent,saturated,0.2491,True,54,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
32,32_action_data_sequence_motion,2,safe_control,0.01,growing,mature,growing,0.0,True,50,0.4,0.01,0.1,0.004,LOW,annualized_2026
33,33_path_grid_map_point,2,collision_protection,0.01,growing,mature,growing,0.0,True,59,0.4,0.01,0.1,0.004,LOW,annualized_2026
34,34_commands_position sensor_position velocity_velocity,0,not_safety,0.01,growing,growing,declining,0.0,True,10,0.0,0.01,1.0,0.0,NON_SAFETY,annualized_2026
35,35_image_chess_point cloud_cloud,0,not_safety,0.01,mature,mature,growing,0.0998,True,35,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
36,36_welding_welding robot_straightening_mechanical,0,not_safety,0.01,mature,mature,growing,0.0504,True,46,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
37,37_foot_sole_heel_arch,2,stability_balance,0.01,mature,mature,growing,0.1836,True,36,0.4,0.01,0.1,0.004,LOW,annualized_2026
38,38_control_robot_core_nios,0,not_safety,9.145170386243017e-142,declining,declining,growing,0.1335,True,41,0.0,9.145170386243017e-142,0.1,0.0,NON_SAFETY,annualized_2026
39,39_picking_mechanism_device_cake,0,not_safety,0.5000000000000002,declining,declining,saturated,0.0276,True,41,0.0,0.5000000000000002,0.6,0.0,NON_SAFETY,annualized_2026
40,40_wheel_leg_wheel leg_wheel legged,3,stability_balance,0.01,growing,growing,mature,0.0,True,29,0.6,0.01,0.35,0.020999999999999998,MEDIUM,annualized_2026
41,41_image_detection_human_human shape,0,not_safety,0.9090903950339395,declining,declining,mature,0.015,True,35,0.0,0.9090903950339395,0.35,0.0,NON_SAFETY,annualized_2026
42,42_service_user_information_module,0,not_safety,0.0,declining,declining,saturated,0.2041,True,40,0.0,0.0,0.6,0.0,NON_SAFETY,annualized_2026
43,43_monitoring_image_camera_area,1,thermal_management,0.8888888888888896,declining,declining,mature,0.3142,True,35,0.2,0.8888888888888896,0.35,0.6222222222222227,NON_SAFETY,annualized_2026
44,44_control_module_communication_humanoid robot,1,fail_safe_emergency,0.01,mature,mature,growing,0.2109,True,37,0.2,0.01,0.1,0.002,NON_SAFETY,annualized_2026
45,45_legged robot_legged_desired trajectory_trajectory,0,not_safety,0.01,growing,growing,saturated,0.0,True,19,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
46,46_module_signal_household_internet things,0,not_safety,0.01,growing,growing,mature,0.3687,True,39,0.0,0.01,0.35,0.0,NON_SAFETY,annualized_2026
47,47_fault_health_state_data,4,fault_detection,0.01,mature,mature,growing,0.2528,True,26,0.8,0.01,0.1,0.008,LOW,annualized_2026
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,0.01,growing,mature,growing,0.1919,True,32,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
49,49_circuit_power_battery_supply,0,not_safety,0.01,growing,mature,growing,0.181,True,32,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
50,50_image_detection_monitoring_human,0,not_safety,0.9285714285713648,declining,declining,saturated,0.0,True,30,0.0,0.9285714285713648,0.6,0.0,NON_SAFETY,annualized_2026
51,51_pedestrian_video_target_image,0,not_safety,0.7999999999999796,declining,declining,declining,0.1471,True,28,0.0,0.7999999999999796,1.0,0.0,NON_SAFETY,annualized_2026
52,52_dog_robot dog_box_shaped cover,1,stability_balance,0.01,mature,mature,mature,0.0,True,34,0.2,0.01,0.35,0.006999999999999999,NON_SAFETY,annualized_2026
53,53_image_detection_human_target,1,stability_balance,0.909090909090909,declining,declining,saturated,0.0,True,29,0.2,0.909090909090909,0.6,1.0909090909090906,NON_SAFETY,annualized_2026
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,0.7272727272730406,declining,declining,mature,0.2524,True,28,0.0,0.7272727272730406,0.35,0.0,NON_SAFETY,annualized_2026
55,55_respective object_respective_self location_object,0,not_safety,0.01,growing,growing,declining,0.0,True,8,0.0,0.01,1.0,0.0,NON_SAFETY,annualized_2026
56,56_information pairs_pairs_ml_spatial,0,not_safety,6.1912634836457845e-40,declining,declining,growing,0.0,True,13,0.0,6.1912634836457845e-40,0.1,0.0,NON_SAFETY,annualized_2026
57,57_strategy_training_network_strategy network,0,not_safety,0.01,growing,mature,growing,0.0,True,31,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
58,58_stimuli_events_allows_end effector,0,not_safety,0.01,growing,growing,saturated,0.0,True,5,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
59,59_breathing_mask_experiment_respirator,0,not_safety,0.01,growing,emerging,saturated,0.108,True,25,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
60,60_target_rescue_aid_extinguishing,0,not_safety,0.0,declining,declining,growing,0.2452,True,19,0.0,0.0,0.1,0.0,NON_SAFETY,annualized_2026
61,61_food_food weight_weight_feeder,0,not_safety,0.0,declining,declining,mature,0.2862,True,26,0.0,0.0,0.35,0.0,NON_SAFETY,annualized_2026
62,62_electrode_measurement electrode_108_elements,3,collision_protection,8.875215248611545e-41,declining,declining,mature,0.0913,True,9,0.6,8.875215248611545e-41,0.35,1.8637952022084245e-40,LOW,annualized_2026
63,63_primitives_minimanipulations_actions_movements,0,not_safety,0.01,growing,mature,saturated,0.2283,True,9,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,thermal_management,8.48859364423515e-23,declining,declining,mature,0.2502,True,24,0.2,8.48859364423515e-23,0.35,5.942015550964605e-23,NON_SAFETY,annualized_2026
65,65_social_reasoning_instruction_remote,4,safe_control,0.01,growing,mature,growing,0.0784,True,25,0.8,0.01,0.1,0.008,LOW,annualized_2026
66,66_magnetic_powder_material_adhesive,0,not_safety,0.01,growing,mature,growing,0.1739,True,26,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
67,67_dance_music_playing_piano,0,not_safety,0.01,growing,mature,growing,0.2876,True,23,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
68,68_animation_bone_skeleton_digital,0,not_safety,0.01,growing,mature,growing,0.1906,True,17,0.0,0.01,0.1,0.0,NON_SAFETY,annualized_2026
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,0.01,growing,growing,saturated,0.2123,True,17,0.0,0.01,0.6,0.0,NON_SAFETY,annualized_2026
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,0.5,declining,declining,mature,0.3317,True,23,0.0,0.5,0.35,0.0,NON_SAFETY,annualized_2026
71,71_moving_double mechanical_mechanical_double,1,force_control,0.8571428571428571,declining,declining,growing,0.1446,True,22,0.2,0.8571428571428571,0.1,0.17142857142857143,NON_SAFETY,annualized_2026
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,0.01,growing,mature,mature,0.2655,True,23,0.0,0.01,0.35,0.0,NON_SAFETY,annualized_2026
73,73_power_supply_power supply_battery,1,stability_balance,0.8750000000000004,declining,declining,mature,0.2477,True,18,0.2,0.8750000000000004,0.35,0.6125000000000003,NON_SAFETY,annualized_2026
74,74_target_foot_state data_landing,2,stability_balance,0.01,growing,growing,declining,0.0,True,13,0.4,0.01,1.0,0.04,MEDIUM,annualized_2026
75,75_chair_group_handle_movable,0,not_safety,0.01,nascent,nascent,declining,0.3649,True,19,0.0,0.01,1.0,0.0,NON_SAFETY,annualized_2026
76,76_elements_elements articulation_articulation_given,4,force_control,0.01,growing,growing,saturated,0.0,True,5,0.8,0.01,0.6,0.048,MEDIUM,annualized_2026
