"topic","covariate","coefficient","std_error","t_value","p_value","ci_lower","ci_upper"
9,"C6_std",-0.00371830822235113,0.00469834073588937,-0.791408803952417,0.428776301894124,-0.012931094679883,0.00549447823518075
9,"C7_std",-0.00391858946851241,0.00550085032534239,-0.7123606782136,0.476304171138608,-0.0147049845452056,0.00686780560818079
9,"C8_std",0.0132398080615688,0.0126019776365362,1.05061351824521,0.293531926935102,-0.0114709005554432,0.0379505166785807
9,"C9_std",0.0130448154076077,0.00520344262667423,2.50695863172134,0.0122369079283352,0.00284159506699228,0.0232480357482231
9,"C10_std",-0.00468145628128487,0.00534311646016843,-0.876165869897078,0.381019280014265,-0.0151585573968423,0.00579564483427255
10,"C1_std",0.00112973710851629,0.0236035681022209,0.0478629800216515,0.961829049918823,-0.0451535456045688,0.0474130198216014
10,"C2_std",-0.00821044634518271,0.00605889762531099,-1.35510564015534,0.175499398757779,-0.0200910938179486,0.00367020112758319
10,"C3_std",0.0327568656725644,0.00491411189505468,6.66587704393327,3.1891793423865e-11,0.0231209822697856,0.0423927490753433
10,"C4_std",-0.0188158114959858,0.0208332253013646,-0.903163635193508,0.366521142749887,-0.0596668409790125,0.0220352179870409
10,"C5_std",-0.0132407880617312,0.0079126208656227,-1.67337577353887,0.0943713676505401,-0.0287563265150303,0.00227475039156786
10,"C6_std",0.0317163724891625,0.00571082902479029,5.55372474845318,3.07444240868163e-08,0.0205182386673701,0.042914506310955
10,"C7_std",-0.0151536484723606,0.00668627872368346,-2.26638001474345,0.0235084285929183,-0.0282645021842453,-0.0020427947604758
10,"C8_std",0.00822035535735894,0.0153176927136737,0.536657544384662,0.59154923611971,-0.0218154891941441,0.0382561999088619
10,"C9_std",-0.000297134336545165,0.00632477992799666,-0.0469793953193373,0.962533189514218,-0.0126991396705596,0.0121048709974692
10,"C10_std",0.00477240778230713,0.00649455334954299,0.734832331871284,0.462506634149072,-0.00796249939233436,0.0175073149569486
11,"C1_std",0.010127881163455,0.0177531894275009,0.570482346556061,0.56839895839588,-0.0246836304594282,0.0449393927863381
11,"C2_std",-0.0133325610159679,0.00455713970015662,-2.92564237508665,0.00346667185227567,-0.0222684720694127,-0.00439664996252309
11,"C3_std",0.00517265965310588,0.00369610047781854,1.39949108097809,0.161782814831143,-0.00207487438962845,0.0124201936958402
11,"C4_std",-0.00157562111487253,0.0156695035919645,-0.100553352288743,0.919912634899773,-0.0323013173985779,0.0291500751688329
11,"C5_std",-0.0286534529712609,0.005951399232821,-4.81457416152521,1.55805022499908e-06,-0.0403233111909245,-0.0169835947515973
