"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","doc_id"
0.00545912449372666,0.219207884725901,0.00133541774769548,0.0343812806762012,0.000124489265846417,0.00951886252494872,0.697829687752655,0.00446067675506643,0.0107967024756334,0.000591153427365198,0.0039693528490764,0.0123253673058846,8003
0.000851928479098298,0.000792316712947199,0.296727931249316,0.0100644203783699,0.374547967787375,0.061738401921856,0.000726665260060012,0.00118312597710543,0.00111915097494446,0.0284357891550932,0.0552790661877241,0.16853323591611,5050
0.000775021008574937,0.00267821704499123,0.00102791249754597,0.817382649305375,0.0122236137731286,0.157898448525333,0.00193925908525727,0.00109018137095181,0.000532809588974112,0.00204963490093233,0.00091053631219793,0.00149171658673716,3869
0.000303776470586777,5.33301674417187e-05,0.00332131255581511,0.00152660327079854,0.259012273213718,0.00515878355766317,1.80996998681407e-05,0.00032128099762514,0.000122065914931031,0.728723885049213,0.000971489003970393,0.000467100098368966,2993
0.017469085257495,0.0389583147655497,0.700391724595161,0.0095162318261856,0.00385226877620102,0.00483331202407439,0.00526086880581396,0.00478430735735514,0.0216010172080682,0.0547833185807882,0.0385920549676567,0.0999574958356512,6686
0.00169956329009285,0.188039305292682,0.000951741746031476,0.0873701791493255,0.000508917253525195,0.00123064100156277,0.68164426847028,0.0179314808824778,0.00532982232825843,0.000353770798582965,0.00672213524058065,0.00821817454660032,2279
0.000671233440446737,0.000514149565052572,0.00125931761206268,0.98058603407374,0.00100913297439726,0.00443277079194536,0.00362411567151645,0.00224326879558435,0.00163293490701976,0.0010967208276552,0.00128447600183778,0.00164584533874194,6319
0.121544618016531,0.0279492525004574,0.0131393468497568,0.00501632599103042,0.00154777873133794,0.00167898293956186,0.172411456529896,0.0126369427143213,0.393555450329994,0.00231484010706697,0.0623481973743153,0.185856807915731,6680
0.00166888835514022,0.000914130701142739,0.414453938638151,0.00219373077722155,0.283643439433044,0.00199966889335896,0.000191571733126727,0.000384998964389794,0.00204424898515859,0.0231079249036166,0.267227575275748,0.00216988333990213,6219
0.000909501159476032,0.00237609195956042,0.0108573446871121,0.013919867121567,0.00196077363324746,0.00135899940629515,0.00919595424436735,0.352034446509539,0.00898925010438798,0.0037008024527647,0.00189841598645864,0.592798552735225,6655
0.000805924604262005,0.000296938723503191,0.00401773940540847,0.00331757412823103,0.536793830338807,0.0117918061752297,6.62999881939547e-05,0.000577096132589592,0.000408284302748409,0.438443110238856,0.00199744777646405,0.00148394818570642,4187
0.00615913568955473,7.73698816554023e-05,0.00634956128496814,0.837245894832497,0.0243642213498013,0.0211563715989136,0.00142614992447337,0.00141142138205556,0.00250824470420872,0.0914491984951614,0.00367140968610642,0.00418102117060368,8547
