"doc_id","dominant_topic","max_prob"
1166,6,0.480133829077332
1167,6,0.677109316233839
1178,4,0.705315286572937
1179,2,0.516784313711938
1182,6,0.478257533985742
1183,5,0.511566582530069
1184,5,0.733442386616263
1185,5,0.482785464214635
1187,10,0.701030367067975
1188,2,0.898988849571584
1194,5,0.59001740240798
1198,5,0.610781161091092
1201,6,0.494164303451398
1203,5,0.589605730039726
1204,12,0.402087077784424
1205,4,0.842515846249365
1218,7,0.59401579475972
1219,2,0.792507350506319
1241,6,0.390523582258139
1251,7,0.501758274133284
1253,9,0.635342012703846
1259,3,0.439381834397863
1260,9,0.50232660392908
1263,5,0.902917395069491
1266,12,0.733468924487137
1272,5,0.275361598237318
1275,8,0.699180573076447
1279,6,0.749743915257557
1280,11,0.373917589868512
1284,7,0.485051840535612
1287,5,0.530171984481874
1289,6,0.687530852137606
1292,5,0.5549829710259
1295,9,0.661254223585984
1299,12,0.290969727499903
1309,5,0.397445337935033
1311,5,0.748257200823593
1313,3,0.503491130128654
1314,7,0.693280476175512
1315,10,0.796750693949292
1318,11,0.41563623815954
1319,4,0.68936945733493
1324,11,0.386529499372856
1326,7,0.663111311091973
1328,5,0.341676617545947
1332,5,0.468009114920687
1334,5,0.677069978793631
1335,2,0.532631053175502
1339,5,0.262276805692058
1344,2,0.649819105390268
1347,4,0.563770089427647
1350,6,0.786453570430098
1351,9,0.398575536079847
1354,5,0.549509651393148
1360,5,0.471886808727433
1361,10,0.898021317684946
1362,3,0.469357938978694
1368,5,0.503685384026393
1378,6,0.572100186611261
1380,6,0.370590173865674
1382,4,0.439955504648692
1384,4,0.632444184184905
1386,5,0.661984918659844
1387,4,0.544668719006701
1392,3,0.408333028678807
1393,10,0.544896159681659
1394,5,0.666012980609126
1395,5,0.612166319902869
1397,9,0.367442485515157
1398,12,0.329205951529242
1402,5,0.446253179084277
1403,5,0.834259216910024
1408,4,0.634616622388911
1413,5,0.68779887404391
1417,3,0.946002504853405
1419,7,0.417740567932903
1422,5,0.544556952910519
1425,5,0.675516564541935
1431,2,0.399226682756244
1432,9,0.471199180159188
1434,6,0.577113505189225
1437,11,0.49730787333107
1440,7,0.36724472506639
1441,4,0.957657626976482
1446,5,0.375809610698003
1447,2,0.530971307225084
1448,3,0.432412578999587
1452,5,0.673219822398892
1454,3,0.605302463223194
1457,3,0.231350526166933
1458,5,0.298759939768622
1460,12,0.364260540249337
1462,12,0.364260540249337
1468,9,0.671653276338389
1469,6,0.866485408583481
1471,5,0.768835183019842
1475,5,0.72183380523389
1476,5,0.466541103632188
1479,7,0.674643480699855
1485,5,0.42577188861819
1493,2,0.651045034751395
1494,7,0.51582918118531
1499,5,0.734408464141875
1500,4,0.63509146974803
1507,7,0.461593877198818
1508,3,0.458702962140918
1512,12,0.257592078249195
1515,5,0.418205400584877
1518,4,0.875246953597117
1522,5,0.314013650449573
1533,5,0.770638727259623
1541,5,0.511105329797804
1545,7,0.399175327575937
1547,5,0.391785415311641
1555,2,0.416923739272086
1556,5,0.692868747633171
1557,7,0.442447440405378
1558,8,0.542874287382522
1559,8,0.463582505034484
1561,6,0.749743915257557
1566,2,0.40817973059965
1572,6,0.668348180579422
1579,5,0.451720991074769
1583,11,0.471350312644508
1585,5,0.636406929561131
1587,5,0.480476697208207
1591,8,0.268909867910883
1594,4,0.672999757946076
1599,12,0.277129069925311
1601,5,0.71953443015545
1608,7,0.573257996518324
1609,12,0.355632081708384
1610,12,0.286633684155358
1613,9,0.443901824979492
1614,2,0.322638173690825
1615,6,0.377234378687164
1618,4,0.38385997752765
1621,2,0.461357411773072
1622,7,0.432488520662743
1625,5,0.568376012790105
1628,7,0.449529224997711
1631,5,0.302515644203137
1635,4,0.382441615269803
1638,7,0.566638251928043
1643,12,0.362697357311781
1644,12,0.431641439809732
1649,4,0.521729456741961
1651,6,0.644202544099946
1657,3,0.573763048902504
1658,2,0.434706721426328
1664,4,0.604609565151962
1665,7,0.653344393108027
1670,3,0.692164716750375
1674,7,0.316473228057444
1675,4,0.702962889693567
1678,3,0.622836694773015
1679,2,0.481274346909408
1680,12,0.373673315378941
1682,9,0.53393604636065
1684,6,0.677109316233839
1687,2,0.67937417909871
1692,12,0.284823554585726
1693,5,0.375981820039677
1698,9,0.427293897059551
1700,11,0.274842472730342
1704,12,0.413630080887832
1711,5,0.630085277351601
1715,5,0.66559720626344
1726,12,0.531436060985833
1730,3,0.446644517917808
1732,6,0.382586751882656
1742,10,0.658978403068853
